Org name,Org type,Forbes rank,CSR rank,Sector,Text,tweet_type,CODED_hashtags,CODED_media,CODED_urls,favorite_count,retweet_count,Date,Presence/Absence,
United Parcel Service,profit,41,60,Transportation,@JoelKirkland2 The theme for #WorldEnvironmentDay this year is air pollution. Our #sustainability newsletter highlights UPS’s efforts to reduce carbon emissions via fleet electrification and other sustainable methods. Subscribe here to learn more: https://t.co/oEtJZOrxKp https://t.co/1muNHA4msP,original,1,1,1,0,0,6/5/19,1,
United Parcel Service,profit,41,60,Transportation,"@atlgreenpages Live, on #WorldEnvironmentDay, UPS continues work on its #sustainability goals. We recently made the largest purchase of RNG ever, reducing our #GHG emissions by more than 1M metric tons. Subscribe to our newsletter to learn more: https://t.co/oEtJZOrxKp https://t.co/lhDlukXZKw",original,1,1,1,0,0,6/5/19,1,
United Parcel Service,profit,41,60,Transportation,"@jurpelai  Johannes, It’s #WorldEnvironmentDay. Did you know UPS recently made the largest purchase of RNG ever from CleanEnergy to help combat emissions? UPS’s #sustainability newsletter highlights this initiative. You can subscribe here: https://t.co/oEtJZOrxKp https://t.co/9du0VHJAXi",original,1,1,1,0,0,6/5/19,1,
United Parcel Service,profit,41,60,Transportation,"@BMarshallEnviro Bob, today is #WorldEnvironmentDay! The theme this year is air pollution. Find out how UPS continues to work on its sustainability goals by subscribing to our newsletter. https://t.co/oEtJZOrxKp https://t.co/EJMAE6Fe2F",original,1,1,1,0,0,6/5/19,0,
United Parcel Service,profit,41,60,Transportation,@JimGMorris Today is #WorldEnvironmentDay! The theme this year is air pollution. Find out how UPS continues to work on its sustainability goals by subscribing to our newsletter. https://t.co/oEtJZOrxKp https://t.co/6UXvgwOrQr,original,1,1,1,0,0,6/5/19,0,
United Parcel Service,profit,41,60,Transportation,"@RichardMeyerDC On #WorldEnvironmentDay, UPS continues work on its #sustainability goals. We recently made the largest purchase of RNG ever, reducing our #GHG emissions by more than 1M metric tons. Subscribe to our newsletter to learn more https://t.co/oEtJZOrxKp https://t.co/cQ2I8U6Zzd",original,1,1,1,1,1,6/5/19,1,
United Parcel Service,profit,41,60,Transportation,@yalmazsiddiqui It’s #WorldEnvironmentDay. Did you know UPS recently made the largest purchase of RNG ever from CleanEnergy to help combat emissions? UPS’s #sustainability newsletter highlights this initiative. Click to learn more and subscribe https://t.co/oEtJZOrxKp https://t.co/0rEPrSZIeV,original,1,1,1,0,0,6/5/19,1,
United Parcel Service,profit,41,60,Transportation,@travisbubenik The theme for #WorldEnvironmentDay this year is air pollution. Our #sustainability newsletter highlights UPS’s efforts to reduce carbon emissions via fleet electrification and other sustainable methods. Subscribe here to learn more: https://t.co/oEtJZOrxKp https://t.co/bkpbxXiJod,original,1,1,1,0,0,6/5/19,1,
United Parcel Service,profit,41,60,Transportation,"@pallavipnt Pallavi, on #WorldEnvironmentDay, UPS continues work on its #sustainability goals. We recently made the largest purchase of RNG ever, reducing our #GHG emissions by more than 1M metric tons. Subscribe to our newsletter to learn more: https://t.co/oEtJZOrxKp https://t.co/0yMGJZNiUq",original,1,1,1,1,0,6/5/19,1,
United Parcel Service,profit,41,60,Transportation,"@mtresaugue  Matthew, It’s #WorldEnvironmentDay. Did you know UPS recently made the largest purchase of RNG ever from CleanEnergy to help combat emissions? UPS’s #sustainability newsletter highlights this initiative. You can subscribe here: https://t.co/oEtJZOrxKp https://t.co/Y1Uxn46LdV",original,1,1,1,0,0,6/5/19,1,
United Parcel Service,profit,41,60,Transportation,"@EarthDayEveryDa , today is #WorldEnvironmentDay! The theme this year is air pollution. Find out how UPS continues to work on its sustainability goals by subscribing to our newsletter. https://t.co/oEtJZOrxKp https://t.co/TceHhX39yT",original,1,1,1,0,0,6/5/19,0,
United Parcel Service,profit,41,60,Transportation,@NaturalGasNow Today is #WorldEnvironmentDay! The theme this year is air pollution. Find out how UPS continues to work on its sustainability goals by subscribing to our newsletter. https://t.co/oEtJZOrxKp https://t.co/GGXH5PnpxK,original,1,1,1,0,0,6/5/19,0,
United Parcel Service,profit,41,60,Transportation,"@ThePlanetMark On #WorldEnvironmentDay, UPS continues work on its #sustainability goals. We recently made the largest purchase of RNG ever, reducing our #GHG emissions by more than 1M metric tons. Subscribe to our newsletter to learn more https://t.co/oEtJZOrxKp https://t.co/MbY1XoyGrW",original,1,1,1,2,1,6/5/19,1,
United Parcel Service,profit,41,60,Transportation,@aykan_erdemir It’s #WorldEnvironmentDay. Did you know UPS recently made the largest purchase of RNG ever from CleanEnergy to help combat emissions? UPS’s #sustainability newsletter highlights this initiative. Click to learn more and subscribe https://t.co/oEtJZOrxKp https://t.co/gEfi4Lfin1,original,1,1,1,1,0,6/5/19,1,
United Parcel Service,profit,41,60,Transportation,@EcoInternetDrGB The theme for #WorldEnvironmentDay this year is air pollution. Our #sustainability newsletter highlights UPS’s efforts to reduce carbon emissions via fleet electrification and other sustainable methods. Subscribe here to learn more: https://t.co/oEtJZOrxKp https://t.co/bKyuUSEgcX,original,1,1,1,1,0,6/5/19,1,
Procter & Gamble,profit,45,59,Household Products,"We’re working with #BrandsforGood to make sustainable living simple, fun and more impactful – paving the way for a new 21st century vision for the Good Life that inspires you and the people you care about, without tradeoffs to our collective future. https://t.co/liUQuYb6af. https://t.co/IRrWBOKLb7",original,1,1,1,14,5,6/5/19,1,
Procter & Gamble,profit,45,59,Household Products,"We're excited to share our stunning, ultra-durable packaging for Cascade ActionPacs, now part of #Loop. This first-of-its-kind global packaging program will provide solutions to improve environmental impact. @MyCascade  #SB19Detroit https://t.co/qOoJovuCSA",original,1,1,0,13,2,6/5/19,1,
Procter & Gamble,profit,45,59,Household Products,Big News! In the spirit of sustainability @OlaySkin  will offer refill pods for Olay Regenerist Whip moisturizer online beginning this October. #SB19Detroit https://t.co/SRQ3xK03JU,original,1,1,0,14,3,6/5/19,0,
Freddie Mac,profit,40,50,Financials,"With the launch of the single security initiative, the U.S. mortgage market is more vibrant, liquid and sustainable.",original,0,0,0,10,8,6/5/19,1,
Newmont Goldcorp,profit,419,54,Energy,The @IUCN and #NewmontGoldcorp are on a multi-year journey to explore the challenges and opportunities of global biodiversity net gain. Here are findings from a recent @IUCN independent review of Newmont Goldcorp. Read more on today’s blog: https://t.co/pvuh2Gg3cD https://t.co/ZlVOGEmdcs,original,1,1,1,4,1,6/5/19,0,
American Axle & Manufacturing,profit,418,49,Motor Vehicles & Parts,#TeamAAM has the POWER to make a positive impact. 100+ AAM volunteers cleaned up the area surrounding Davison Elementary School in Detroit’s Campau/Banglatown area to kick off our $5M Strategic Neighborhood Fund (SNF) investment. The results? Powerful: https://t.co/KlOlmx4RKn,original,1,0,1,4,0,6/5/19,1,
Magellan Health,profit,417,48,Health Care,Men’s Health Month is recognized each June to encourage early detection and treatment of disease for men and boys.   Read more about which Men’s health screening you may need here: https://t.co/dYPZZvlyiw https://t.co/EZsEGJxTlX,original,0,1,1,4,2,6/5/19,1,
Motorola Solutions,profit,416,58,Technology,"According to @MotSolsEMEA’s latest LMR management survey, maintaining a software-based land mobile radio system requires a whole new range of tools and expertise. Check out the full report to learn new strategies for our software-centric environment: https://t.co/PZgnkhb3Kk https://t.co/dVkpECTzM3",original,0,1,1,1,4,6/5/19,0,
Motorola Solutions,profit,416,58,Technology,"With just a few weeks until @911NENA911’s annual conference, here’s a sneak peek at the can’t-miss sessions focused on mission-critical communications at #MotorolaSolutions' Innovation Theater. Save your seat at #NENA2019 booth #706: https://t.co/DkU2htdia5 https://t.co/ThAWn15awN",original,1,1,1,3,8,6/5/19,0,
Apache,profit,411,54,Energy,"WIN A TRIP! College students can enter to win a trip to Houston and an opportunity to meet the #ApacheCorp team on July 20, 2019. Learn how a career in energy can make a difference in the lives of people around the world! https://t.co/9hJsCVSXcq https://t.co/JziQ8WLU6Z",original,1,1,1,1,0,6/5/19,0,
Toll Brothers,profit,428,49,Engineering & Construction,Regularly clean your kitchen vent hood filter for optimal performance.  Follow us for more #TBHomeCareTips. https://t.co/TEvpzLGpYP,original,1,1,0,3,0,6/5/19,0,
American Financial Group,profit,427,48,Financials,"Nearly 3,500 people in the U.S. die from drowning each year. Learn how to stay safe in the water. https://t.co/JSX8q2hJ7F https://t.co/fAOvns9csg",original,0,1,1,0,0,6/5/19,0,
Avery Dennison,profit,425,52,Materials,Grab your customers' attention w/ the power of promotion. Explore Avery Dennison® Promotional Pre-Printed Labels: https://t.co/fapTl4bG52 https://t.co/6eNxy8T1Qi,original,0,1,1,2,0,6/5/19,0,
Insight Enterprises,profit,430,48,Technology,"“There is an increasingly critical need to reorient technology teams around product and business outcomes, shifting effort and resources away from rote, repetitive, low-value activities that dominate energies in many IT organizations.” Read here: https://t.co/IojoOKGASp https://t.co/Y3UC24kbLQ",original,0,1,1,0,0,6/5/19,0,
Owens-Illinois,profit,438,48,Materials,"Today we honor our planet celebrating #WorldEnvironmentDay. Did you know, every 10% of recycled glass used in production leads to a 5% reduction in carbon emissions and a 3% reduction in energy use? Read more about our goals here https://t.co/4nc4H8yGKr https://t.co/5Yx7TW45QI",original,1,1,1,7,0,6/5/19,1,
Alleghany,profit,437,46,Financials,Homestead: Residential structure fire - 1100 block of Amity Street. Responders are at the scene.,original,0,0,0,1,1,6/5/19,0,
Alleghany,profit,437,46,Financials,"ACHD will continue conducting evening mosquito treatments at catch basins in the City of Pittsburgh throughout this week. Approximately 8,000 drainage systems will be treated to help prevent nuisance mosquitoes and the diseases they spread to humans and domestic animals.",original,0,0,0,6,1,6/5/19,0,
Alleghany,profit,437,46,Financials,McCandless: Crew is milling and paving Walters Road in North Park. Flaggers in use; drivers please use caution in the area.,original,0,0,0,1,0,6/5/19,0,
Arthur J. Gallagher,profit,435,48,Financials,Happy #WorldEnvironmentDay! Learn more about our company’s dedication to global responsibility and our ultimate goal of leaving the world better than we found it: https://t.co/UzcUFXlo75 https://t.co/0yN5sYcO0k,original,1,1,1,1,1,6/5/19,1,
Packaging Corp. of America,profit,432,49,Materials,Happy #WorldEnvironmentDay! #PCA is dedicated to environmental responsibility. Read about our eco-friendly programs here: https://t.co/qqahMHVoOV https://t.co/oCkVkjhbnd,original,1,1,1,4,2,6/5/19,0,
Hanesbrands,profit,444,52,Apparel,Happy #WorldEnvironmentDay! We ❤️ our 🌎 -- and that’s why we’re focused on being an international leader in energy management and eco-friendly operations. Check out our award-winning program and progress to date! https://t.co/IVRynqT6Wo   #HanesForGood https://t.co/xDtc6OG1YN,original,1,1,1,3,2,6/5/19,0,
Intercontinental Exchange,profit,469,54,Financials,Congratulations to @Shell on their 2019 Management Day   From: @NYSE (where global energy companies list) and ICE (where global energy companies trade) https://t.co/E0cS0XSJSr,original,0,1,0,25,12,6/5/19,0,
Intercontinental Exchange,profit,469,54,Financials,ICE reports May stats (y/y) Highlights:  • Open interest (OI) ⬆️ 2% • Gasoil average daily volume (ADV) ⬆️ 19% • Global oil products ADV ⬆️ 14%; OI ⬆️ 7% • European natural gas ADV ⬆️ 13%; OI ⬆️ 42% • Interest rate OI ⬆️ 7% • MSCI ADV ⬆️ 47% • Ags &amp; metals ADV ⬆️ 4%,original,0,0,0,2,1,6/5/19,0,
Intercontinental Exchange,profit,469,54,Financials,Don’t miss experts evaluate the objective to see all standardized OTC derivatives move to a CCP environment and also discuss incentives to clear. Today at 10:00am at #IDX2019 https://t.co/4cWvsIm2vv,original,1,1,0,1,1,6/5/19,0,
ABM Industries,profit,463,52,Business Services,"Indoor office environments have a significant impact on the productivity, #health, and wellbeing of their occupants. How to support investments in health and wellness in FacilitiesNet: https://t.co/8ucTEnXgTw https://t.co/7enYVWwik3",original,1,1,1,1,1,6/5/19,0,
M&T Bank Corp.,profit,462,47,Financials,Congratulations to Kristen Hart of Renaissance Institute HS in #JerseyCity #NewJersey! We’ve teamed with the @NYJets to recognize Kristen’s hard work for her students and community by naming her our Touchdown for Teachers winner. https://t.co/LWCOtj7njA,original,1,1,0,20,0,6/5/19,0,
Hess,profit,461,53,Energy,"When it comes to the Bakken, “there’s no ‘one size fits all’,” said Barry Biggs, VP, Onshore Production in an interview with Oil and Gas Investor. Hess’ journey continues to reduce costs and improve productivity to drive significant growth in North Dakota.  #Bakken #oilandgas",original,1,0,0,3,0,6/5/19,1,
HD Supply Holdings,profit,479,49,Wholesalers,Ready to see your property in the best light? LEDs are becoming the go-to lighting choice for property managers and maintenance pros.  https://t.co/YPW0YOOSdg https://t.co/1nhxs5WITh,original,0,1,1,1,0,6/5/19,0,
Clorox,profit,477,63,Household Products,"Reducing the amount of waste sent to landfills is an important priority. That's why we set a 2020 goal of achieving zero-waste-to-landfill status at 10 of our facilities. Today, we've not only met that goal 2 years early but have surpassed it. #WorldEnvironmentDay https://t.co/36BQ01ubfR",original,1,1,0,0,0,6/5/19,1,
Booz Allen Hamilton,profit,475,55,Technology,"Congrats to #datascience expert Joe Rohner on being named to @AFCEA's ""40 Under 40,"" a prestigious list recognizing thought leaders and innovators in #STEM. Learn more: https://t.co/G7xdrmKypx https://t.co/QPpvQs2IKW",original,1,1,1,11,4,6/5/19,0,
Booz Allen Hamilton,profit,475,55,Technology,Organizations spend millions every year on #threat mitigation. But what would happen if they pooled resources across a group of trusted partners? Costs go down; safety and #security go up. Meet the Global Threat Mitigation Program: https://t.co/OOXTgU2aMi https://t.co/gqhgnUxYkU,original,1,1,1,4,1,6/5/19,0,
Booz Allen Hamilton,profit,475,55,Technology,"Life #science breakthroughs don't happen in a vacuum. Learn how our experts collaborate with academics and researchers to work toward life-saving discoveries in #healthcare tech, medical #research, and more: https://t.co/y3uoG1AcSo https://t.co/6essf0xVsq",original,1,1,1,3,2,6/5/19,0,
L3 Technologies,profit,290,51,Aerospace & Defense,"Symphony GateVue, #HarrisCorp’s dynamic gate management solution, reduces operator workload by up to 80%.  Learn more about GateVue here: https://t.co/lby9R1Zzbk  #TravelTuesday #airport #airlines #efficiency https://t.co/rb8IpoaJt0",original,1,1,1,4,1,6/5/19,0,
Robert Half International,profit,490,52,Business Services,Looking to switch careers? #Machinelearning is on 🔥.   Become a machine learning engineer: https://t.co/YPKYdeo8GL https://t.co/1O442EYXoS,original,1,1,1,0,2,6/5/19,0,
Fiserv,profit,488,45,Business Services,Managing money can be difficult. Our latest research shows how financial institutions can help. https://t.co/6HDpBEPzkv https://t.co/PlPFSsZBhp,original,0,1,1,6,1,6/5/19,1,
ON Semiconductor,profit,485,53,Technology,This #WhitepaperWednesday focuses on automatic HVAC air recirculation and how it can easily be enhanced via stepper motors to meet high-quality operation requirements. https://t.co/eWRZ7sYhSp https://t.co/tsSCTQySeO,original,1,1,1,2,0,6/5/19,0,
ON Semiconductor,profit,485,53,Technology,"Discover how our #cloudpower solutions can assist you in your computing and #connectivity needs such as our AC-DC conversion, multi-phase conversion and more! https://t.co/n6lolJ7ZWW https://t.co/VQUBJPoY8b",original,1,1,1,2,0,6/5/19,0,
ON Semiconductor,profit,485,53,Technology,Automotive power management is key as the #autonomousvehicle and #electricvehicle markets grow. Learn about our solutions to assist your power management needs. https://t.co/DtCfcImu5J https://t.co/qOUM2ZbisY,original,1,1,1,2,2,6/5/19,0,
Intuit,profit,482,59,Technology,"We’re proud to be carbon neutral since 2015, as part of our ongoing environmental footprint strategy! 🌲 Learn about our partnership with Tradewater to fight the overlooked threat of CFCs in our @NatGeo feature! #WorldEnvironmentDay https://t.co/tLgy6kvVLr",original,1,0,1,6,1,6/5/19,1,
Levi Strauss,profit,500,56,Apparel,"As an iconic global company, we know that what we say and do matters. Get the facts behind our gun violence prevention efforts. https://t.co/lo7XeuyYtI #WearOrange https://t.co/bQMJZOA2sJ",original,1,1,1,95,42,6/5/19,1,
Peabody Energy,profit,499,50,Energy,Happy #QueenslandDay! #DYK: Peabody sold 9 million tons of coal from our Queensland mines in 2018 and generated $2.4 billion in direct and indirect economic benefits for the state. https://t.co/pDHzI8R6jc https://t.co/yDyRnNSYNN,original,1,1,1,0,1,6/5/19,0,
Simon Property Group,profit,496,53,Financials,What does $5 billion in new development and redevelopment opportunities look like? It looks like a sustained pipeline that will fuel Simon's future NOI and FFO growth. That's what a long term focus is all about. #simon  #retaildevelopment #redevelopment https://t.co/ucdphGyrCA https://t.co/Qj3TiNmsyu,original,1,1,1,2,0,6/5/19,0,
Williams-Sonoma,profit,495,51,Retailing,#Chicago! Step into the World of Williams Sonoma as we take over @chefsarahjayne's @monteverdechi 7/15 for a multi-course dinner + wine pairings by @SVGrapesWine. Get tickets: https://t.co/NGYDXtIdsT https://t.co/TP6yXdUic5,original,1,1,1,4,1,6/5/19,0,?
Yum China Holdings,profit,362,50,"Hotels, Restaurants & Leisure","President and General Manager of KFC Canada Nivera Wallani is recognized in @foodservicemag's industry-leading women series, where she shares her career journey and how Yum! fosters an inclusive culture that promotes self-development. #WomenatYum! https://t.co/YCb3MFv1ea",original,1,0,1,4,2,6/5/19,0,
Sysco,profit,54,56,Wholesalers,Did you know washing your hands with warm water AND soap is a key step to preventing foodborne illness at home and at work? Find more #foodsafety tips at @FightBAC https://t.co/HNp6GFcrzd. #worldfoodsafetyday,original,1,0,1,1,1,6/5/19,0,?
Cisco Systems,profit,64,65,Technology,Cisco ❤️ #STEM! High school students are experiencing what #cybersecurity is like in a workforce environment. https://t.co/7KYX0UQTmN,original,1,0,1,52,26,6/5/19,0,
Cisco Systems,profit,64,65,Technology,"At Cisco, we’re constantly looking for better ways to reduce our footprint on the #environment. On #WorldEnvironmentDay, read how we are tackling #climatechange: https://t.co/CFQw5T9IOl @CiscoCSR https://t.co/GcH55eJ4Td",original,1,1,1,41,18,6/5/19,1,
Goldman Sachs Group,profit,62,55,Financials,"Karukinka Natural Park spans over 735,000 acres of beautiful Chilean wilderness. This #WorldEnvironmentDay, explore our infographic to learn more about our partnership with @TheWCS to preserve the land and #BeatAirPollution: https://t.co/mWYU6D8foL https://t.co/PhizgPfvTi",original,1,1,1,5,2,6/5/19,1,
Morgan Stanley,profit,63,58,Financials,"With Mexico now another front for escalating trade tensions, are the risks of a global recession increasing?  Head of U.S. Public Policy Michael Zezas provides analysis. https://t.co/zBqQgjw1Cq https://t.co/8q7tsRZ1Tr",original,0,1,1,11,6,6/5/19,0,
Morgan Stanley,profit,63,58,Financials,"“Tanium’s endpoint visibility has helped us address security issues across our global network,” said Jerry Brady, CISO &amp; Distinguished Engineer at Morgan Stanley recognizing Tanium with the CTO Innovation Award in the Infrastructure category at our TechWeek &amp; CTO Summit. #MSTech https://t.co/jmLwW2pQka",original,1,1,0,24,7,6/5/19,1,
Morgan Stanley,profit,63,58,Financials,"“Zoom is a true partner going the extra mile to deliver unique functionality and granularity,” said Al Furman, our Global Head of End User Technology Engineering,  recognizing Zoom with the CTO Innovation Award in the Digital category at our TechWeek &amp; CTO Summit. #MSTech https://t.co/d20E3baVIm",original,1,1,0,34,12,6/5/19,0,
Morgan Stanley,profit,63,58,Financials,"“We can’t innovate in isolation. It’s imperative that we collaborate with an ecosystem of partners such as the ones here today,” said Rob Rooney, our Global Head of Technology as he kicked off our exclusive 19th TechWeek &amp; CTO Innovation Summit. #MSTech https://t.co/v3cfRf1vE3",original,1,1,0,20,1,6/5/19,0,
Morgan Stanley,profit,63,58,Financials,"Chris Nicol, our Australia Equity Strategist, shares his views on the growth and the central bank’s policy outlook for Australia, how companies are approaching #disruption across all sectors and what it means for investors. #MSIdeas #Research https://t.co/swAAd8gEbz https://t.co/58mIDPpyPw",original,1,1,1,2,2,6/5/19,0,?
Morgan Stanley,profit,63,58,Financials,Our colleagues in Milan preparing lunch for children in the community with @coopcomin as part of our global volunteer month! #MSGivesBack https://t.co/7R55ZOh4yV https://t.co/pzJ1Z5rmIo,original,1,1,1,7,3,6/5/19,0,
Tyson Foods,profit,80,49,"Food, Beverages & Tobacco",We’re committed to producing great food while also protecting the planet. Our science-based target to reduce our greenhouse gas emissions 30% by 2030 looks to reduce emissions at every part of our value chain. #RaisingExpectations #WorldEnvironmentDay https://t.co/hZGBWe4XOz,original,1,0,1,5,1,6/5/19,1,
Liberty Mutual Insurance Group,profit,75,51,Financials,"As the weather gets warmer, make sure you check the level of coolant ﬂuid in your car. Keeping your engine cool is essential to its wellbeing. https://t.co/SpxmMQ68Ms",original,0,1,0,2,4,6/5/19,0,
Merck,profit,76,63,Healthcare,That’s a wrap on #BIO2019. Thank you @BIOConvention for another great conversation around #biotech and research. See you next year! Up next: #ADA2019 to discuss the latest advancements in #diabetes research. https://t.co/29ektmv6Ns,original,1,1,0,16,1,6/5/19,0,?
